id_musée;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE;SITWEB;PERIODE OUVERTURE
996;Musée - Conservatoire du Machinisme et des Pratiques Agricoles;Aire Poitou-Charentes de Vouillé Aiffres;79230;PRAHECQ;0549756827;http://museeruralies.free.fr;
997;Musée Henri Barré;7, rue Marie de la Tour d'Auvergne;79100;THOUARS;0549663697;www.ville-thouars.fr/vah/;"Ouvert du 25 avril au 1er novembre pour le grand public / 31 décembre pour les scolaires
Du 16 au 31 mai et du 26 septembre au 1er novembre les week-end et jours fériés de 14h30 à 18h30, du 25 avril au 10 mai et du 2 juin au 20 septembre du mardi au dima"
998;Musée Municipal de l'Hôtel de Sully;14, Rue Sully;86100;CHATELLERAULT;0549210127;www.alienor.org;
999;Musée de la Moto, de l'Automobile et du Vélo;"La Manu
3, Rue Clément Krebs";86100;CHATELLERAULT;0549210346;www.agglo-chatellerault.fr;Ouvert du 1er février au 30 juin et du 21 septembre au 31 décembre du mercredi au dimanche de 14h à 18h, du 1er juillet au 20 septembre  du mercredi au lundi de 10h à 12h et de 14h à 18h. Ouverture le lundi toute la journée, du mercredi au samedi le matin
1000;Musée des Traditions Populaires et d'Archéologie;"3, Rue St-Pierre
B.P. 64";86300;CHAUVIGNY;0549463545;www.chauvigny-patrimoine.fr;Ouvert de novembre à mars samedi et dimanche et jours fériés de 14h à 18h, du 1er avril au 14 juin et 1er septembre au 31 octobre tous les jours 14h à 18h, du 15 juin au 31 août du lundi au vendredi de 10h à 12h30 et de 14h30 à 18h30, le samedi de 14h30 à
1001;Musée Municipal de Civray;"Office du tourisme
Place du Général Leclerc";86400;CIVRAY;0549870049;;Ouvert en juillet-août du lundi au samedi de 9h30 à 12h30 et de 14h à 18h, le reste de l'année mardi au vendredi de 9h30 à 12h30 et de 14h à 16h samedi de 9h à 12h30 de mars à juin, septembre et novembre lundi et jeudi de 9h30 à 12h30 et de 14h à 18h
1002;Musée Charbonneau-Lassay;Rue du Martray;86200;LOUDUN;0549980848;www.alienor.org;Ouvert mercredi, samedi et dimanche de 15h à 18h de janvier-juin et septembre-décembre, en juillet-août du mercredi au lundi de 15h à 19h
1003;Musée de Préhistoire Raymond Touchard;"La Sabline
21, Route de Montmorillon
 BP 23
B.P. 23";86320;LUSSAC-LES-CHATEAUX;0549833980;www.lasabline.fr ou www.lussac-les-chateaux.fr;Ouvert de janvier à mars, d'octobre à décembre le mercredi et samedi de 10h à 12h et de 14h à 17h, d'avril à juin et septembre mercredi et samedi de 10h à 12h et de 14h à 17h et jeudi, vendredi et dimanche de 14h à 17h, en juillet-août du mardi au dimanch
1004;Musée Municipal de la Maison-Dieu;6, Rue des Augustins;86500;MONTMORILLON;0549910232;www.montmorillon.fr;
1005;Musée Rupert de Chièvres;9, Rue Victor Hugo;86000;POITIERS;0549410753;www.musees.poitiers.org ou www.alienor.org;
1006;Musée Sainte-Croix;3 bis, Rue Jean Jaurès;86000;POITIERS;0549410753;www.musees-poitiers.org ou www.alienor.org;Ouvert du 1er octobre au 31 mai le mardi de 10h à 17h, du mercredi au vendredi de 10h à 12h et de 13h15 à 17h, le week-end de 14h à 18h, du 1er juin au 30 septembre le mardi de 10h à 12h et de 13h15 à 20h, du mercredi au vendredi de 10h à 12h et de 13h15 
1007;Musée de l'hypogée des Dunes;101 Rue du Père-de-la-Croix;86000;POITIERS;;www.musees-poitiers.org;
1008;Collection d'Histoire Naturelle;"1, Place de la Cathédrale
B.P. 80964";86038;POITIERS Cedex;0549503300;www.maison-des-sciences.org/;Ouvert du mardi au vendredi de 9h30 à 18h30, samedi, dimanche, lundi et certains  jours fériés de 14h à 18h30
1009;Musée du baptistère Saint-Jean;"Société des Antiquaires de l'Ouest
B.P. 179";86004;POITIERS Cedex;0549412124;www.musees-poitiers.org ou www.alienor.org;Ouvert du 1er avril au 30 septembre de 10h30 à 12h30 et de 15h à 18h du mercredi au lundi en juillet-août tous les jours de 10h30 à 12h30 et de 15h à 18h et du 1er octobre au 31 mars tous les jours de 14h30 à 16h30
1010;Musée de la vallée;"Villa ""La Sapinière""
10, Avenue de la Libération";04400;BARCELONNETTE;0492812715;site de la ville - www.barcelonnette.com;Ouvert du mercredi au samedi de 14h30 à 18h hors vacances scolaires. Du 15 juin au 6 juillet et du 1er au 14 septembre du mercredi au dimanche de 14h30 à 18h, du 6 juillet au 31 août tous les jours de 10h à 12h et de 14h30 à 18h30
1011;Musée Gassendi;64, Bd Gassendi;04000;DIGNE-LES-BAINS;0492314529;www.musee-gassendi.org;Ouvert du mercredi au lundi du 1er avril au 30 septembre de 11h à 19h et du 1er octobre au 31 mars de 13h30 à 17h30
1012;Musée Municipal;1, Place du Bourguet;04300;FORCALQUIER;0492709119;www.ville-forcalquier.fr/service-culturel.html;Ouvert 3 jours par semaine, lundi, mercredi et vendredi de 15h à 18h uniquement en été
1013;Musée de Salagon;Prieuré de Salagon;04300;MANE;0492757050;www.musee-de-salagon.com;Ouvert tous les jours de février à avril, octobre à 15 décembre de 14h à 18h, en mai et septembre de 10h à 19h, de  juin à août de 10h à 20h
1014;Musée de la Faïence;Espace Christiane Vivier;04360;MOUSTIERS-STE-MARIE;0492746164;http://www.moustiers.eu/?Le-musee#;Ouvert tous les jours en juillet-août de 10h à 12h30 et de 14h à 19, d'avril à octobre du mercredi au lundi de 10h à 12h30 et de 14h à 18h, de novembre à décembre et de février à mars de 14h à 17h les week-ends et vacances scolaires zone B
1015;Musée départemental de préhistoire;Route de Montmeyan;04500;QUINSON;0492740959;www.museeprehistoire.com;Ouvert du 1er février au 15 décembre. En février-mars de 10h à 18h, avril à juin de 10h à 19h, juillet-août tous les jours de 10h à 20h, septembre de 10h à 19h, octobre à mi-décembre de 10h à 18h
1016;Musée Archéologique;Mairie de Riez;04500;RIEZ-LA-ROMAINE;0492778930;;Fermé pour travaux en 2012
1017;Musée du vieux Sisteron;"Place de la République
B.P. 100";04200;SISTERON;0492611738;www.sisteron.com/pages/les_loisirs/index.php?pg=mus_vieuxsisteron&sm=culturels_musee;Ouvert en juillet-août du mardi au samedi de 10h à 12h et de 14h à 18h30
1018;Musée archéologique;Mairie de Vachères;04110;VACHERES;0492756215;;Ouvert tous les jours en juillet-août de 15h à 18h, dimanche et jours fériés de 14h30 à 17h30 du 1er avril au 11 novembre. Toute l'année sur rdv
1019;Musée Picasso;Place Mariejol;06600;ANTIBES;0492905420;www.antibes-juanlespins.com;Ouvert du 16 septembre au 14 juin de 10h à 12h et de 14h à 18h, du  15 juin au 15 septembre de 10h à 18h. Nocturnes en juillet et août le mercredi et le vendredi jusqu’à 20h
1020;Musée d'Histoire et d'Archéologie;Bastion Saint André;06600;ANTIBES;0493958598;www.antibes-juanslespins.com/fr/culture/musees;Ouvert du mardi au dimanche du 16 septembre au 14 juin de 10h à 13h et de 14h à 17h et du 15 juin au 15 septembre de 10h à 12h et de 14h à 18h
1021;Musée Fernand Léger;Chemin Val de Pome;06410;BIOT;0492915030;www.musee-fernandleger.fr ou http://musees-nationaux-alpesmaritimes.fr/fleger/;Ouvert de 10h à 17h de novembre à avril et de 10h à 18h de mai à octobre
1022;Musée d'Histoire Locale;9, Rue Saint-Sébastien;06410;BIOT;0493655454;http://musee-de-biot.fr/;Ouvert du 16 septembre au 14 juin de 14h à 18h du mercredi au dimanche, et du 15 juin au 15 septembre de 10h à 18h du mercredi au dimanche
1023;Musée-Château de Cagnes;"7, Place Grimaldi
Haut de Cagnes";06800;CAGNES-SUR-MER;0492024730;Site de la ville;Ouvert d'octobre à mars du mercredi au lundi de 10h à 12h et de 14h à 17h, d'avril à juin et septembre de 10h à 12h et de 14h à 18h, en juillet-août de 10h à 13h et de 14h à 18h
1024;Musée Renoir;Chemin des Collettes;06800;CAGNES-SUR-MER;0493206107;www.cagnes-tourisme.com/renoir ou www.chez.com/renoir/cagnes.htm;Ouvert d'octobre à mars du mercredi au lundi de 10h à 12h et de 14h à 17h, d'avril à mai de 10h à 12h et de 14h à 18h, de juin à septembre de 10h à 13h et de 14h à 18h
1025;Musée de la Mer;Ile-Sainte-Marguerite;06400;CANNES;0493385526;Site de la ville;Ouvert d'octobre à mars de 10h30 à 13h15 et de 14h15 à 16h45, d'avril à mai de 10h30 à 13h15 et de 14h15 à 17h45, de juin à septembre tous les jours de 10h à 17h45
1026;Musée de la Castre;Le Suquet;06400;CANNES;0493385526;Site de la ville;Ouvert d'octobre à mars de 10h à 13h et de 14h à 17h, d'avril à juin et septembre de 10h à 13h et de 14h à 18h, juillet-août tous les jours de 10h à 19h
1027;Musée d'Art et d'Histoire de Provence;2, Rue Mirabeau;06130;GRASSE;0493368020;www.museesdegrasse.com;Ouvert d'avril à septembre de 10h à 19h et octobre à mars de 10h30 à 17h30
1028;Villa-Musée Jean-Honoré Fragonard;23, Boulevard Fragonard;06130;GRASSE;0493365298;www.museesdegrasse.com;Ouvert d'avril à septembre (été) de 10h à 19h et d'octobre à mars (hiver) de 10h30 à 17h30
1029;Musée International de la Parfumerie;2, Boulevard du Jeu de Ballon;06130;GRASSE;0497055811;www.museesdegrasse.com;Ouvert de mai à septembre (été) de 10h à 19h et d'octobre à avril (hiver) de 11h à 18h
1030;Musée Bonnard;16 boulevard Sadi Carnot;06110;LE CANNET;0493940606;www.museebonnard.fr;Ouvert du mardi au dimanche de septembre à juin de 10h à 18h en juillet-août de 10h à 20h
1031;Musée des Beaux-Arts;3, Avenue de la Madone;06500;MENTON;0493354971;Site de la ville;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h
1032;Musée de Préhistoire Régionale;Rue Lorédan Larchey;06500;MENTON;0493358464;Site de la ville;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h
1033;Musée Jean Cocteau Collection Séverin Wunderman;2, Quai de Monléon;06500;MENTON;0489815250;http://museecocteaumenton.fr;Ouvert du mercredi au lundi de 10h à 18h
1034;Musée Départemental des Arts Asiatiques;"405, Promenade des Anglais
Quartier Arénas";06200;NICE;0492293700;www.arts-asiatiques.com;Ouvert du mercredi au lundi en juillet-août de 10h à 18h et de septembre à juin de 10h à 17h
1035;Musée d'Art et d'Histoire;65, Rue de France;06000;NICE;0493911910;http://www.nice.fr/mairie_nice_1489.html;Ouvert du mercredi au lundi de 10h à 18h
1036;Musée Archéologique - Site de  Cimiez;"Site de Cimiez
160, Avenue des Arènes";06000;NICE;0493815957;www.musee-archeologique-nice.org/ ou www.nice-coteazur.org;Ouvert du mercredi au lundi de 10h à 18h
1037;Muséum d'Histoire Naturelle;60  Boulevard Risso;06300;NICE;0497134680;www.mhnnice.org ou www.nice-coteazur.org;Ouvert du mardi au dimanche de 10h à 18h
1038;Musée National Message Biblique Marc Chagall;Avenue du Docteur Menard;06000;NICE;0493538720;www.musees-nationaux-alpesmaritimes.fr;Ouvert de novembre à avril de 10 h à 17 h et de mai à octobre de 10 h à 18 h
1039;Musée Matisse;164, Avenue des Arènes de Cimiez;06000;NICE;0493534053;www.musee-matisse-nice.org;Ouvert de 10h à 18h du mercredi au lundi
1040;Musée d'Art Moderne et d'Art Contemporain;Promenade des Arts;06300;NICE;0493626162;www.mamac-nice.org;Ouvert du mardi au dimanche de 10 h à 18 h
1041;Musée d'Art Naïf Anatole Jakovsky;"Château Sainte-Hélène
23, Avenue de Fabron";06200;NICE;0493717833;Site de la ville : www.nice.fr/Culture/Musees-et-expositions/Musee-d-Art-Naif;Ouvert du mercredi au lundi de 10h à 18h
1042;Musée du Vieux-Logis de Nice;59, Avenue Saint Barthélémy;06000;NICE;0493844474;Site de la ville de Nice;Ouvert le mercredi  de 15h à 18h
1043;Musée des Beaux-Arts Jules Chéret;33, Avenue des Baumettes;06000;NICE;0492152828;www.musee-beaux-arts-nice.org;Ouvert du mardi au dimanche de 10h à 18h
1044;Musée du Palais Lascaris;15, Rue Droite;06300;NICE;0493627240;http://www.nice.fr/mairie_nice_131.html;Ouvert du mercredi au lundi de 10h à 18h
1045;Musée Archéologique - Site de Terra Amata;25, Boulevard Carnot;06364;NICE;0493555993;www.musee-archeologique-nice.org;Ouvert du mardi au dimanche de 10h à 18h. Ouvert le lundi pour les groupes
1046;Musée National du Sport;"Boulevard des jardiniers
Stade Allianz-Riviera";06203;NICE;0489224400;www.museedusport.fr;Ouvert de mai à septembre de 10h à 18h et d'octobre à avril de 11h à 17h
1047;Ecomusée du Pays de la Roudoule;Placette de l'Europe;06260;PUGET-ROSTANG;0493051325;www.ecomusee-roudoule.fr;Ouvert de mai à septembre du mardi au dimanche de 10h à 12h et 14h à 18h, d'octobre à avril du mardi au vendredi de 10h  à 12h et 14h à 18h sur rendez-vous le week-end
1048;Musée Départemental des Merveilles;Avenue du 16 Septembre 1947;06430;TENDE;0493043250;www.museedesmerveilles.com;Ouvert du 2 mai au 15 octobre de 10h à 18h30 et du 16 octobre au 30 avril de 10h à 17h
1049;Musée Picasso la guerre et la paix à Vallauris;Place de la Libération;06220;VALLAURIS;0493647183;http://musees-nationaux-alpesmaritimes.fr/picasso/;Ouvert du 15 juin au 14 septembre de 10h à 12h15 et de 14h à 18h - du 15 septembre au 14 juin de 10h à 12h15 et de 14h à 17h
1050;Musée Magnelli, Musée de la Céramique;Place de la Libération;06220;VALLAURIS;0493647183;http://www.vallauris-golfe-juan.fr/; Ouvert du mercredi au lundi du 1er septembre au 30 juin de 10h à 12h15 et de 14h à 17h et du 1er juillet au 31 août du lundi au dimanche de 10h à 12h45 et de 14h15 à 18h15
1051;Musées de la Citadelle;Citadelle de Villefranche sur Mer;06230;VILLEFRANCHE-SUR-MER;0493763327;www.villefranche-sur-mer.org;Ouvert d'octobre à mai de 10h à 12h et de 14h à 17h30, et de juin à septembre de 10h à 12h et de 15h à 18h30, en juillet-août de 10h à 12h et de 14h30 à 19h
1052;Musée des Tapisseries;"Ancien Palais de l'Archevêché
Place des Martyrs-de-la-Résistance";13100;AIX-EN-PROVENCE;0442230991;;Ouvert du 15 mars au 15 octobre de 10h à 12h30 et de 13h30 à 18h et du 16 octobre au 14 avril de 13h30  à 17h
1053;Musée du Parlement de Provence et du Vieil Aix;"Hôtel Estienne-de-Saint-Jean
17, Rue Gaston de Saporta";13100;AIX-EN-PROVENCE;0442214355;www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix;Ouvert du mercredi au lundi de 13h30 à 17h du 16 octobre au 15 avril, de 13h30 à 17h et du 16 avril au 15 octobre de 10h à 12h30 et de 13h30 à 18h
1054;Muséum d'Histoire Naturelle;"Parc Saint-Mitre
166 Avenue Jean Monnet";13090;AIX-EN-PROVENCE;0488718181;www.museum-aix-en-provence.org;Ouvert tous les jours de 10h à 12h et de 13h à 17h
1055;Musée Granet;Place Saint-Jean de Malte;13100;AIX-EN-PROVENCE;0442528832;www.museegranet-aixenprovence.fr;"Ouvert hors expo du mardi au dimanche de 12h à 18h d’octobre à mai, de 11h à 19h de juin à septembre
Tous les jours de 9h à 19h, les jeudi de 12h à 23h + le samedi jusqu’à 20h en août et septembre"
1056;Musée Paul Arbaud;2 bis rue du Quatre-Septembre;13100;AIX-EN-PROVENCE;0442383895;www.academiedaix.org;Ouvert du mardi au samedi de 14h à 17h. Visite de groupe de préférence le matin sur rdv
1057;Musée du Pavillon de Vendôme;13, Rue de la Molle;13100;AIX-EN-PROVENCE;0442918875;http://www.aixenprovence.fr/Pavillon-de-Vendome-465;Ouvert du 15 avril au 15 octobre du mercredi au lundi de 10h à 12h30 et de 13h30 à 18h et du 16 octobre au 14 avril de 10h à 12h30 et de 13h30 à 17h
1058;Musée- Atelier de Paul Cézanne;9, Avenue Paul Cézanne;13090;AIX-EN-PROVENCE;0442210653;www.atelier-cezanne.com;Ouvert de lundi à dimanche de 10h à 12h et de 14h à 17h jusqu'à 18h de juin à septembre
1059;Musée Réattu;10, Rue du Grand Prieuré;13200;ARLES;0490493758;www.museereattu.arles.fr;Ouvert du mardi au dimanche de mars à octobre de 10h à 18h et de novembre à février de 10h à 17h
1060;Muséon Arlaten;29, Rue de la République;13200;ARLES;0490935811;www.museonarlaten.fr;Ouvert en septembre, avril et mai de 9h30 à 12h et de 14h à 17h30 d'octobre à mars de 9h30 à 12h et de 14h à 16h30 de juin à août de 9h30 à 12h30 et de 14h à 18h
1061;Musée Camarguais;Mas du Pont de Rousty;13200;ARLES;0490971082;www.museedelacamargue.com et www.parc-camargue.fr/musee.html;Ouvert d’octobre à mars de 10h à 12h30 et de 13h à 17h, d’avril à septembre de 9h à 12h30 et de 13h à 18h sauf le 1er mai
1062;Musée Départemental de l'Arles Antique;"Presqu'île-du-Cirque-Romain
B.P. 205";13635;ARLES;0413315103;www.arles-antiques.cg13.fr;Ouvert du mercredi au lundi de 10h à 18h
1063;Musée de la Légion Etrangère;"Quartier Vienot - DHPLE
B.P. 21355";13784;AUBAGNE Cedex;0442181241;www.samle.legion-etrangere.com;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h
1064;Musée Municipal Méditerranéen de Cassis A.T.P.;Rue Xavier-D'Authier;13260;CASSIS;0442018866;Site de la ville - www.cassis.fr;Ouvert d'octobre à mai du mercredi au samedi de 10h à 12h30 et de 14h30 à 17h30 et de juin à septembre du mercredi au samedi de 10h à 12h30 et de 14h à 18h
1065;Musée Alphonse Daudet;Avenue des Moulins;13390;FONTVIEILLE;0490546078;http://www.fontvieille-provence.com/;Ouvert en avril du mercredi au samedi de 10h à 12h et de 14h30 à 17h30, en mai et juin de 14h30 à 17h30, en juillet-août du mercredi au samedi (jours fériés compris) de 10h à 12h30 et de 15h à 18h30, en septembre jusqu'au JEP de 15h à 18h30.
1066;Musée Archéologique d'Istres René Beaucaire;4, Place José Coto;13800;ISTRES;0442112773;www.ouestprovence.fr;Ouvert du lundi au samedi du 1er avril au 30 septembre de 14h à 18h et du 1er octobre au 31 mars de 14h à 18h
1067;Musée Ciotaden;1, Quai Ganteaume;13600;LA CIOTAT;0442714099;www.museeciotaden.org;Ouvert du mercredi au lundi de septembre à juin de 15h à 18h et en  juillet-août de 16h à 19h, pour les jours fériés se renseigner
1068;Musée Folklorique du Vieux Lambesc;2, rue du Jas;13410;LAMBESC;0442570301;www.museelambesc.free.fr;Ouvert le samedi de 10h à 12h et le dimanche de 15h à 18h
1069;Musée d'Histoire et d'Archéologie des Baux-de-Provence;Ilot Post Tenebra Lux;13520;LES BAUX DE PROVENCE;0490544599;;Ouvert en juillet et tous les mercredis
1070;Fondation Louis Jou;"Grand-Rue Frédéric Mistral
Le Village";13520;LES-BAUX-DE-PROVENCE;0490543417;http://fondationlouisjou.pagesperso-orange.fr/LouisJou.html;Ouvert sur rendez-vous téléphonique ou en fonction des horaires affichés du jeudi au dimanche de 11h à 17h30 de fin janvier à mars, d'avril à octobre de 11h à 13h et de 13h30 à 18h, de novembre à mi-décembre de 11h à 17h30
1071;Musée Frédéric Mistral;11, avenue Lamartine;13910;MAILLANE;0490958419;www.maillane.fr/tourisme/musee.php;Ouvert du mardi au dimanche d'avril à septembre de 9h30 à 11h30 et de 13h à 18h et d'octobre à mars de 10h à 11h30 et de 13h à 16h30. En hiver visites sur rdv, sauf pendant le W-E et les vacances scolaires
1072;Musée d'Histoire de Marseille;"Centre Bourse
Square Belsunce";13001;MARSEILLE;0491904222;www.mairie-marseille.fr;Ouvert du mardi au dimanche  de 10h à 18h
1073;Musée des Civilisations de l'Europe et de la Méditerranée;7 Promenade Robert Laffont;13002;MARSEILLE;0484351313;http://www.mucem.org;Ouvert du mercredi au lundi de 11h à 18h du 1er novembre au 30 avril, de 11h à 19h du 1er septembre au 31 octobre, du 2 mai au 4 juillet et de 9h à 20h du 5 juillet au 31 août
1074;Musée des Beaux-Arts de Marseille;"Palais Longchamp
Aile gauche";13004;MARSEILLE;0491145930;www.marseille.fr;Ouvert du mardi au dimanche de 10h à 18h
1075;Musée du Vieux Marseille;2, Rue de la Prison;13002;MARSEILLE;0491552868;;
1076;Musée des Docks Romains;10, Place Vivaux;13002;MARSEILLE;0491553600;Site de la ville;Ouvert du mardi au dimanche de 10h à 18h
1077;Musée de la Faïence;"Château Pastré 
157, Avenue de Montredon";13008;MARSEILLE;0491724347;Site de la ville - musée Borély;Ouvert du 1er octobre au 31 mai du mardi au dimanche de 10h à 17h et du 1er juin au 30 septembre du mardi au dimanche de 11h à 18h
1078;Musée Grobet-Labadié;140, Boulevard Longchamp;13001;MARSEILLE;0491622182;www.marseille.fr;Ouvert du 1er octobre au 31 mai du mardi au dimanche de 10h à 17h, et du 1er juin au 30 septembre du mardi au dimanche de 11h à 18h
1079;Musée d'Art Contemporain - Galeries Contemporaines;69, Bd d'Haïfa;13008;MARSEILLE;0491250107;www.mairie-marseille.fr/vivre/culture/musees.htm;Ouvert du mardi au dimanche de 10h à 18h
1080;Musée Cantini;19, Rue Grignan;13006;MARSEILLE;0491547775;www.mairie-marseille.fr/vivre/culture/musees/cantini.htm;Ouvert du mardi au dimanche de 10h à 18h
1081;Muséum d'Histoire Naturelle;Palais Longchamp;13004;MARSEILLE;0491145950;www.museum-marseille.org;Ouvert du mardi au dimanche de 10h à 18h
1082;Musée de la Mode;11 , Rue La Canebière;13001;MARSEILLE;0496170600;Site de la ville - www.mairie-marseille.fr - http://www.espacemodemediterranee.com/;Ouvert du mardi au dimanche de 11h à 18h de juin à septembre et de 10h à 17h d'octobre à mai
1083;Musée d'Arts Africains, Océaniens, Amérindiens;"Centre de la Vieille Charité
2, rue de la Charité";13002;MARSEILLE;0491145866;www.mairie-marseille.fr/vivre/culture/musees.htm;Ouvert du mardi au dimanche de 10h à 18h
1084;Musée d'Archéologie Méditerranéenne;"Centre de la Charité
2, rue de la Charité";13002;MARSEILLE;0491145880;Site de la ville;Ouvert du mardi au dimanche  de 10h à 18h
1085;Cabinet des Monnaies et Médailles de Marseille;"10, Rue Clovis Hugues
Archives Municipales Palais des Beaux-Arts";13001;MARSEILLE;0491553375;www.marseille.fr/siteculture/jsp/site/Portal.jsp?page_id=52;Ouvert du mardi au vendredi de 9h à 12h et de 13h à 17h
1086;Musée Borély (Musée des Arts décoratifs, de la Faïence et de la Mode);"134, Avenue Clot-Bey
Château Borély";13008;MARSEILLE;0491553360;www.marseille.fr/siteculture/les-lieux-culturels/musees/musee-borely;Ouvert du mardi au dimanche de 10h à 18h et les lundis de Pâques et de Pentecôte
1087;Musée Ziem;Boulevard du 14 Juillet;13500;MARTIGUES;0442413960;www-martigues.fr;Ouvert du 1er septembre au 30 juin du mercredi au dimanche de 14h30 à 18h30, en juillet-août du mercredi au lundi de 10h à 12h et de 14h30 à 18h30. Pour les groupes tous les jours sur réservation.
1088;Musée de l'Uniforme - Musée de la Légion Etrangère;"Domaine ""Capitaine-Danjou
Chemin Pallière";13114;PUYLOUBIER;0442914501;;Ouvert tous les jours de 10h à 12h et de 14h à 17h
1089;Musée Suffren et du Vieux Saint-Cannat;"Espace Suffren
3 Avenue Pasteur";13760;SAINT-CANNAT;0442508200;http://www.saint-cannat.fr/institutions-culturelles/espace-suffren.html;Ouvert  les premiers dimanches de chaque mois de 15h à 18h et de mai à septembre du mardi au vendredi de 15h à 18h sur rendez-vous pour les groupes
1090;Musée Municipal Paul Lafran;Montée des Pénitents;13250;SAINT-CHAMAS;0490508561;musee.paullafran.free.fr;Ouvert du lundi au vendredi de 14h à 17h. Accueil des groupes et scolaires de 9h à 11h30 sur réservation
1091;Musée Baroncelli;Rue Victor-Hugo;13460;SAINTES-MARIES-DE-LA-MER;0490978760;http://www.saintesmaries.com/fr/accueil/village/le-musee.html;
1092;Musée des Alpilles;1, Place Favier;13210;SAINT-REMY-DE-PROVENCE;0490926824;www.musees.mediterannee.org;Ouvert d'octobre à mai du mardi au samedi  de 13h à 17h30 , de juin à septembredu mardi au dimanche  de 10h à 18h. Ouvert en nocturne tous les mardis de juillet et d'août de 19h à 22h.
1093;Musée Estrine;"Hôtel Estrine
8, rue Estrine";13210;SAINT-REMY-DE-PROVENCE;0490923472;www.ateliermuseal.net;Ouvert du mardi au dimanche d'avril à juin et octobre de 10h à 12h et de 14h à 18h, de juillet à septembre de 10h à 18h en mars et novembre de 14h à 18h
1094;Musée de l'Empéri de Salon et de la Crau;Montée du Puech;13300;SALON-DE-PROVENCE;0490447280;Site de la ville www.salondeprovence.fr - www.visitsalondeprovence.com/fr;Ouvert du mardi au dimanche du 16 avril au 30 septembre de 9h30 à 12h et de 14h à 18h et du 1er octobre au 15 avril de 13h30 à 18h
1095;Musée de Salon et de la Crau;"Château de l'Empéri
1, Montée du Puech";13300;SALON-DE-PROVENCE;0490562236;Site de la ville www.salondeprovence.fr - www.visitsalondeprovence.com/fr;Ouvert du mardi au dimanche du 16 avril au 30 septembre de 9h30 à 12h et de 14h à 18h et du 1er octobre au 15 avril de 13h30 à 18h
1096;Musée du Vieux Queyras;;05470;AIGUILLES;;http://museum.cg05.fr/3939-musee-du-vieux-queyras.htm;
1097;Musée Départemental des Hautes-Alpes;6, Avenue Maréchal Foch;05000;GAP;0492510158;http://museum.cg05.fr ou site du conseil général;Ouvert lundi, mercredi au vendredi de 14h à 17h, samedi et dimanche de 14h à 18h du 1er septembre au 30 juin et du 1er juillet au 31 août tous les jours de 10h à 12h et de 14h à 18h y compris les jours fériés
1098;Musée des tourneurs sur Bois;Place de la Résistance;83630;AIGUINES;0494709917;http://museedestourneurssurbois.com/le-musee-2/;Ouvert en juillet-août tous les jours de 10h30 à 18h30, d'avril à mai, et septembre-octobre tous les jours de 9h30 à 17h30 sauf le mercredi après-midi, de novembre à mars ouvert au public sur demande
1099;Musée des Arts et d’Histoire;103, Rue Carnot;83230;BORMES-LES-MIMOSAS;0494715660;;Ouvert du mardi au samedi de 10h à 12h et de 14h30 à 17h30  d'octobre à mai, de 10h à 12h et de 15h30 à 18h30 de juin à septembre, le dimanche de 10h à 12h
1100;Musée du Pays Brignolais;Place du Palais des Comtes de Provence;83170;BRIGNOLES;0494694518;www.museebrignolais.com;Ouverture du mercredi au samedi d'avril à septembre de 9h à 12h et de 14h30 à 18h, dimanche de 9h à 12h et de 15h à 18h et d'octobre à mars de 10h à 12h et de 14h30 à 17h
1101;Musée des A.T.P. de Moyenne Provence;"Communauté d'Agglomération Dracenoise
15, Rue Roumanille";83300;DRAGUIGNAN;0494470572;www.culture-dracenie.com;Ouvert du mardi au samedi de 9h à 12h et de 14h à 18h
1102;Musée de la Société d’Etudes Scientifiques et Achéologiques;2, Montée de l'Horloge;83300;DRAGUIGNAN;0494683832;;Ouvert le mercredi et le samedi de 14h à 18h
1103;Musée Municipal de Draguignan;9, Rue de la République;83300;DRAGUIGNAN;0498102685;Site de la ville - www.ville-draguignan.fr;Ouvert du mardi au samedi de 9h à 12h et de 14h à 18h
1104;Musée de l'Artillerie;"Quartier Bonaparte D. 59
B.P. 400
Avenue de la Grande Armée - D 59";83007;DRAGUIGNAN Cedex;0483081386;http.//musee.artillerie.asso.fr;Ouvert du dimanche au mercredi de 9h à 12h et de 13h30 à 17h30, le jeudi pour les groupes sur demande
1105;Musée Archéologique Municipal;"Salle du Vieux Fréjus
Place Calvini";83600;FREJUS;0494521578;www.frejus.fr/Musee_Archeologique__155.html;Ouvert du 15 avril au 14 octobre du mardi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 15 octobre au 14 avril du mardi au dimanche de 9h30 à 12h30 et de 14h à 17h
1106;Musée des Troupes de Marine;B.P. 94;83608;FREJUS Cedex;0494178655;www.aamtdm.net;Ouvert du lundi au vendredi de juin à septembre de 10h à 12h et de 14h à 18h et d'octobre à mai de 14h à 18h le dimanche et lundi, et du mercredi au vendredi
