NOMREG;NOMDEP;ANNEXE;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;;MusÇe du Textile;Rue du Docteur Roux;49300;CHOLET;0241752550;0241752255;www.museedutextile.com ou www.ville-cholet.fr/musee-textile.php;1er janvier, 1ermai, 25 dÇcembre;Ouvert du mercredi au dimanche de 10h Ö 12h et de 14h Ö 18h, en juillet-aoñt ouverture supplÇmentaire le mardi. Ouvert tous les jours pour les groupes;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;;MusÇe d'Art et d'Histoire;27, Avenue de l'Abreuvoir;49300;CHOLET;0272772322;0272772178;Site de la ville : www.ville-cholet.fr/musee-art-histoire.php;1er janvier, 1er mai, 25 dÇcembre;Ouvert du mercredi au dimanche de 10h Ö 12h et de 14h Ö 18h, en juillet-aoñt tous les jours de 10h Ö 12h et de 14h Ö 18h. Ouvert pour les groupes tous les jours sauf le lundi matin;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;;MusÇe Jules-Desbois;1, Place Jules-Desbois;49390;PARCAY-LES-PINS;0241822880;0241598203;www.musee-julesdesbois.fr ou www.damm49.fr;Janvier, fÇvrier, mars;Ouvert du 28 mars au 19 juin  les week-ends et jours fÇriÇs de 14h30 Ö 18h et du 20 juin au 20 septembre du mardi au dimanche de 11h Ö 13h et de 14h30 Ö 18h, du 21 septembre au 1er novembre les week-ends et jours fÇriÇs de 14h30 Ö 18h;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;;MusÇe de la Vigne et du Vin d'Anjou;"Les Celliers de la Coudraye
Place des Vignerons";49750;SAINT LAMBERT-DU-LATTAY;0241784275;0241785964;www.musee-vigne-vin-anjou.fr;1er janvier au 31 mars et du 12 novembre au 31 dÇcembre;Ouvert du 1er avril  au 30 juin et du 1er septembre au 11 novembre du mercredi au vendredi de 14h30 Ö 17h30 et  le week-end  et jour fÇriÇ de 14h30 Ö 18h30. Du 1er juillet au 31 aoñt tous les jours de 11h Ö 13h et de 15h Ö 19h. Toute l'annÇe sur rÇservati;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;;ChÉteau-MusÇe;;49400;SAUMUR;0241402440;0241402449;www.chateau-saumur.com;;Ouvert du mardi au dimanche du 1er avril au 14 juin et du 16 septembre au 1er novembre de 10h Ö 13h et de 14h Ö 17h30 et du 15 juin au 15 septembre tous les jours de 10h Ö 18h30;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;;MusÇe de l'Ardoise;32, Chemin de la Maraåchäre;49800;TRELAZE;0241690471;0241690471;www.lemuseedelardoise.fr;24 dÇcembre au 15 janvier;Ouvert Ö partir du 16 janvier du mardi au vendredi de 9h Ö 12h et de 14h Ö 17h, du 15 fÇvrier au 30 juin et du 1er septembre au 15 novembre samedi-dimanche et jours fÇriÇs de 14h30 Ö 18h30, en juillet-aoñt du mardi au vendredi de 9h Ö 12h et de 14h30 Ö 18;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe des Tisserands Mayennais;Place Billard de Veaux;53300;AMBRIERES-LES-VALLEES;0243049619;0243089738;Site de la ville;;Ouvert en juillet aoñt de 14h30 Ö 18h30 du mardi au dimanche. Ouvert pour les groupes sur rendez-vous toute l'annÇe;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe d'Art et d'ArchÇologie Hìtel Fouquet;2, Rue Jean BourrÇ;53200;CHATEAU-GONTIER;0243095598;0243709552;http://patrimoine.chateaugontier.fr/;;Ouvert d'avril Ö juin les jours fÇriÇs de 14h Ö 18h, de juillet Ö septembre tous les vendredis et jours fÇriÇs de 14h Ö 18h. Ouvert toute l'annÇe sur rendez-vous;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe Communal Robert Tatin;"""La Maison des Champs""
La FrÇnouse";53230;COSSE-LE-VIVIEN;0243988089;0243987889;www.musee-robert-tatin.fr;Janvier, 25 dÇcembre;Ouvert du 1er avril au 30 septembre tous les jours de 10h Ö 19h et du 1er octobre au 31 mars tous les jours de 10h Ö 18h. Ouvert toute l'annÇe pour les groupes sur rÇservation;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe Municipal;Place de l'Hìtel de Ville;53500;ERNEE;0243087117;0243058721;www.ville-ernee.fr;;Ouvert du 1er au 31 juille et du 17 aoñt au 4 septembre du mardi au vendredi de 13h15 Ö 16h;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe ArchÇologique DÇpartemental de Jublains;13, Rue de la LibÇration;53160;JUBLAINS;0243581320;0243041952;www.museedejublains.fr;15 dÇcembre au 31 janvier;Ouvert d'octobre Ö fin avril de 9h30 Ö 12h30 et de 13h30 Ö 17h30 du jeudi au mardi, en mai, juin et septembre tous les jours de 9h Ö 12h30 et de 13h30 Ö 18h, en juillet-aoñt de 9h Ö 18h tous les jours;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe des Sciences - CCSTI;21, Rue du Douanier Rousseau;53000;LAVAL;0243494782;0243494787;www.multimedia.com/ccstidelaval;Jours fÇriÇs;Ouvert tous les jours de 10h Ö 12h et de 14h Ö 18h pour les individuels et du lundi au vendredi de 9h Ö 12h et de 13h30 Ö 17h30 pour les groupes;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe du Vieux ChÉteau;Place de la TrÇmoille;53000;LAVAL;0253741230;0243498653;http://laval.fr/musees/musee-du-vieux-chÉteau ou http://musees.laval.fr/;1er janvier, dimanhces de PÉques et de Pentecìte, 1er mai, 8 mai, Ascension, 1er novembre, 11 novembre et 25 dÇcembre;Ouvert du 1er octobre au 31 mai du mardi au samedi de 9h30 Ö 12h et de 13h30 Ö 17h30, les dimanches de 14h Ö 18h, du 1er juin au 30 septembre du mardi au samedi de 9h30 Ö12h et de 13h30 Ö 18h30, les dimanches, 14 juillet et 15 aoñt de 14h Ö 18h;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe du ChÉteau;Place Juhel;53100;MAYENNE;0243001717;0243080681;www.museeduchateaudemayenne.fr;Janvier, 25 dÇcembre, 1er mai;Ouvert du mardi au dimanche d'octobre Ö fÇvrier de 10h Ö 12h30 et de 14h Ö 17h, de mars Ö juin, et septembre  de 10h Ö 12h30 et de 14h Ö 18h et tous les jours en juillet-aoñt de 10h Ö 18h;
PAYS-DE-LA-LOIRE;MAYENNE;;MusÇe de l'Ardoise et de la GÇologie;"""Longchamp""";53800;RENAZE;0243064014;0243068250;http://geocities.com/musardoise;;Ouvert dimanche et jours fÇriÇs en mai, juin, septembre, octobre, du mercredi au dimanche et jours fÇriÇs en juillet-aoñt de 14h Ö 17h30. Pour les groupes toute l'annÇe sur rÇservation;
PAYS-DE-LA-LOIRE;SARTHE;;MusÇe Heurteloup-Chevalier;;72500;CHATEAU-DU-LOIR;;;;;;
PAYS-DE-LA-LOIRE;SARTHE;;MusÇe Vert VÇron-de-Forbonnais;204, Avenue Jean-jauräs;72100;LE MANS;0243473994;0243474861;site de la ville;;Ouvert du lundi au vendredi de 9h Ö 12h et de 14h Ö 18h, le dimanche de 14h Ö 18h;
PAYS-DE-LA-LOIRE;SARTHE;;MusÇe de TessÇ;2, Avenue de Paderborn;72000;LE MANS;0243473851;0243474993;site de la ville - www.ville-lemans.fr;;Ouvert du 1er septembre au 30 juin du mardi au samedi de 9h Ö 12h et de 14h Ö 18h, dimanche et jours fÇriÇs de 10h Ö 12h30 et de 14h Ö 18h en juillet-aoñt du mardi au dimanche de 10h Ö 12h30 et de 14h Ö 18h30;
PAYS-DE-LA-LOIRE;SARTHE;;MusÇe de la Reine BÇrengäre;7/9, Rue de la Reine BÇrengäre;72000;LE MANS;0243473880;0243474993;Site de la ville - www.ville-lemans.fr;1er janvier;Ouvert du mardi au dimanche de 14h Ö 18h d'octobre Ö mai et de juin Ö septembre du mardi au dimanche de 10h Ö 12h30 et de 14h Ö 18h;
PAYS-DE-LA-LOIRE;SARTHE;;MusÇe Espace Faãence de Malicorne;"24, Rue Victor Hugo
B.P. 10";72270;MALICORNE-SUR-SARTHE;0243480717;0243480718;www.espacefaience.fr;;Ouvert de novembre Ö PÉques du mercredi au lundi de 10h Ö 12h30 et de 14h30 Ö 18h30, et de PÉques Ö la Toussaint tous les jours de 10h Ö 19h;
PAYS-DE-LA-LOIRE;SARTHE;;Bibliothäque-musÇe;Rue Charles-Garnier;72120;SAINT-CALAIS;0243356303;0243631519;www.saint-calais.fr;;Ouvert le mercredi de 10h Ö 12h30 et de 15h Ö 18h30, premier samedi du mois de 10h Ö 12h;
PAYS-DE-LA-LOIRE;VENDEE;;Centre Minier de Faymoreau;"""La Cour""";85240;FAYMOREAU;0251004848;0251005096;www.centreminier-vendee.fr;Janvier, 24 et 31 dÇcembre;Ouvert en fÇvrier-mars et septembre Ö dÇcembre du mercredi au dimanche de 14h Ö 18h30, en juillet-aoñt tous les jours de 10h Ö 19h;Tous les jeudis en juillet et aoñt de 21h Ö 0h30
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe de Fontenay-le-Comte;Place du 137äme RÇgiment d'Infanterie;85200;FONTENAY-LE-COMTE;0251534004;0251697276;www.ville-fontenaylecomte.fr;1er janvier, 1er mai, 25 dÇcembre;Ouvert de 14h Ö 18h du mardi au dimanche  durant les vacances de Toussaint et d'hiver pour toutes les zones et du 1er avril au 30 septembre et le mercredi du 1er octobre au 31 mars;
PAYS-DE-LA-LOIRE;VENDEE;;EcomusÇe du Marais Breton VendÇen;Le Daviaud;85550;LA BARRE-DE-MONTS;0251938484;0251492670;www.ecomusee-ledaviaud.com;11 novembre;Ouvert de mars Ö mai du mercredi au dimanchei de 14h Ö 18h ,mai, juin et septembre ouvert du mercredi au dimanche de 14h Ö 18h30. Juillet-aoñt tlj de 10h Ö 19h30 le samedi de 14h Ö 19h30;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe des Traditions;Place de l'Eglise;85680;LA GUERINIERE;0251394139;;www.ile-noirmoutier.com/html/activites;Novembre Ö mars;Ouvert du mardi au samedi du 1er avril au 30 juin et du 1er septembre au 31 octobre de 10h Ö 12h30 et de 14h30 Ö 18h et tous les jours en juillet-aoñt de 10h Ö 12h30 et de 15h Ö 19h;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe Municipal;Rue Jean Jauräs;85000;LA ROCHE-SUR-YON;0251474835;0251474599;site de la ville;;Ouvert du mardi au samedi de 13h Ö 18h. Visites commentÇes et accueil des groupes du mardi au vendredi de 9h Ö 12 h et de 13 h Ö 17 h (sur Rendez-vous);
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe ornithologique Charles-Payraudeau;4, Rue des Noyers;85310;LA-CHAIZE-LE-VICOMTE;0251058784;0251057681;www.lachaizelevicomte.fr/fr/information/6403/musee-ornithologique-charles-payraudeau;;Ouvert du lundi au jeudi de 8h30 Ö 13h et de 14h Ö 17h de janvier Ö juin, en juillet-aoñt du mercredi au vendredi de 9h Ö 12h30 et de 14h Ö 17h, samedi et dimanche de 14h Ö 18h Ö partir de septembre du mercredi au vendredi de 9h Ö 12h30 et de 14h Ö 17h;
PAYS-DE-LA-LOIRE;VENDEE;;Historial et MÇmorial de la VendÇe;;85170;LES LUCS-SUR-BOULOGNE;0251476161;0251476164;www.historial.vendee.fr;25 dÇcembre, 1er janvier;Ouvert du mardi au dimanche de 10h Ö 19h du 1er avril au 30 septembre, et de 10h Ö 18h du 1er octobre au 31 mars, en juillet-aoñt tous les jours de 10h Ö 19h;tous les mardi jusqu'Ö 22h30 en juillet-aoñt
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe de l'Abbaye de Sainte-Croix;Rue de Verdun;85100;LES SABLES D'OLONNE;0251320116;0251320117;www.lessablesdolonne.fr;Jours fÇriÇs;Ouvert du mardi au dimanche du 15 juin au 30 septembre du mardi au dimanche  de 13h Ö 19h et du 1er octobre au 14 juin du mardi au dimanche de 14h30 Ö 17h30;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe du Nord de la VendÇe;"Place de l'Hìtel de ville
B.P. 227";85602;MONTAIGU Cedex;0251092121;0251092160;www.ville-montaigu.fr;;Ouvert tous les jour du mercredi au lundi de 10h Ö 12h et 14h et 18h au mois de mai;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe Clemenceau et de Lattre-de-Tassigny;1, rue Plante-Choux;85390;MOUILLERON-EN-PAREDS;0251003149;0251003134;www.musee-deuxvictoires.fr - http://musee-clemenceau-delattre.fr/;les 1er mai, 25 dÇcembre et 31 dÇcembre;Ouvert du 15 avril au 15 octobre de 9h30 Ö 12h et de 14h Ö 18h et du 16 octobre au 14 avril de 10h Ö 12h et de 14h Ö 17h;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe de la Construction Navale Artisanale;"Rue de l'Ecluse
Le Port";85330;NOIRMOUTIER EN L'ILE;0251392400;0251392455;Site VendÇe-Tourisme;;;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe du ChÉteau;Place d'Armes;85330;NOIRMOUTIER-EN-L'ILE;0251391042;0251392455;Site de la ville - www.ville-noirmoutier.fr;DÇcembre et janvier;Ouvert en 2012 du 11 fÇvrier au 8 avril de 14h Ö 18h, du 9 avril au 8 mai de 11h Ö 18h, du 9 mai au 17 juin de 11h Ö 18h, du 18 juin au 18 septembre de 10h Ö 19h et du 19 septembre au 6 novembre de 13h Ö 18h;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe La Bourrine du Bois-Juquaud;4, Chemin du Bois Juquaud;85270;SAINT-HILAIRE-DE-RIEZ;0251492737;0251938302;Site de la ville : www.sainthilairederiez.fr;1er novembre, 25 dÇcembre et 1er janvier;Ouvert en avril du mardi au dimanche et jours fÇriÇs de 14h Ö 18h, en mai, juin et septembre du lundi ausamedi de 14h Ö 18h, dimanche et jours fÇriÇs de 15h Ö 19h, en juillet-aoñt du lundi au samedi de 10h Ö 12h30 et de 14h Ö 19h, dimanche et jours fÇriÇs;
PAYS-DE-LA-LOIRE;VENDEE;;MusÇe Milcendeau Jean-Yole;Le Bois Durand;85300;SOULLANS;0251938484;0251938484;www.musee-milcendeau.fr;1er novembre;Ouvert mars Ö juin du mercredi au dimanche de 14h Ö 18h, en juillet-aoñt tous les jours de 11 Ö 13h et de 14 Ö 18h30 et le samedi de 14h Ö 18h30 en septembre et juin du mercredi au dimanche de 14h Ö 18h30;
PICARDIE;AISNE;;MusÇe Franco-AmÇricain du ChÉteau de BlÇrancourt;ChÉteau;02300;BLERANCOURT;0323391471;0323396285;www.museefrancoamericain.fr;1er janvier, 1er mai, 25 dÇcembre;Visite du pavillon Anne Morgan du mercredi au lundi de 14h Ö 18h. Jardins du Nouveau Monde ouverts tous les jours de 8h Ö 19h;
PICARDIE;AISNE;;MusÇe Jean de la Fontaine;12, Rue Jean de la Fontaine;02400;CHATEAU-THIERRY;0323690560;0323833561;www.musee-jean-de-la-fontaine.fr ou www.la-fontaine-ch-thierry.net;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 9h30 Ö 12h et de 14h Ö 17h30;
PICARDIE;AISNE;;MusÇe municipal de Chauny;28, Rue de la Paix;02300;CHAUNY;0323383259;0323383299;http://www.ville-chauny.fr;;Ouvert mercredi et jeudi de 14h Ö 17h. Ouvert sur rendez-vous pour les groupes scolaires;
PICARDIE;AISNE;;Familistäre de Guise;265, Familistäre Aile Droite;02120;GUISE;0323613536;0323058595;www.familistere.com;1er janvier, 25 dÇcembre - Lors des fàtes de fin d'annÇe;"Ouvert du lundi au dimanche de 10h Ö 18h de mars Ö octobre et du mardi au dimanche de novembre Ö fÇvrier
Visite guidÇe individuelle Ö 10h30, 14h30, 16h30";
PICARDIE;AISNE;;MusÇe - Centre de Documentation Alfred Desmasures;Impasse du ChÉteau;02500;HIRSON;0323987742;;;;Ouvert lundi, mardi, jeudi, vendredi, samedi de 13h30 Ö 16h30, les matins, les mercredis et dimanches sur rendez-vous;
PICARDIE;AISNE;;MusÇe Jeanne d'Aboville;5, Rue du GÇnÇral de Gaulle;02800;LA FERE;0323567191;0323564004;http://perso.wanadoo.fr/lafere/musee.htm;1er janvier, 1er mai, 14 juillet, 1er novembre, 25 dÇcembre;Ouvert du mercredi au dimanche de 14h Ö 17h30;
PICARDIE;AISNE;;MusÇe d'Art et d'ArchÇologie;32, Rue Georges Ermant;02000;LAON;0323228700;0323228705;http://ca-paysdelaon.fr/musee.html;1er janvier, 1er mai, 14 juillet, 24,25 et 31 dÇcembre;Ouvert du mardi au dimanche 1er juin au 30 septembre de 11h Ö 18h et du 1er octobre au 31 mai de 14h Ö 18h et le matin sur rendez-vous;
PICARDIE;AISNE;;MusÇe Monseigneur Pigneau de Behaine;Rue du MusÇe;02550;ORIGNY-EN-THIERACHE;0323913110;0323913111;;;"Uniquement sur rendez-vous.
Ouvert Ö l'occasion de la nuit des musees et durant les journees europeennes du patrimoine";
PICARDIE;AISNE;;MusÇe de la Vie Rurale et Forestiäre;"Site Abbatial
Rue du Chamiteau";02830;SAINT-MICHEL-EN-THIERACHE;0323588720;0323588722;www.abbaye-saintmichel.com;;;
PICARDIE;AISNE;;MusÇe Antoine Lecuyer;28, Rue Antoine Lecuyer;02100;SAINT-QUENTIN;0323069398;0323050508;www.museeantoinelecuyer.fr/ ou www.mquentindelatour.com/;1er janvier, 1er mai, dimanche de la Pentecìte, 14 juillet, lundi de la Braderie en septembre, 1er novembre et 25 dÇcembre;Ouvert lundi, mercredi, jeudi et vendredi de 10h Ö 12h et de 14h Ö 17h (18h en juillet-aoñt), le samedi de 10h Ö 12h et de 14h Ö 18h, le dimanche de 14h Ö 18h;
PICARDIE;AISNE;;MusÇe Entomologique;"Espace Saint Jacques
14, Rue de la Sellerie";02100;SAINT-QUENTIN;0323069392;0323069354;Site de la ville;;Ouvert du mardi au samedi de 14h Ö 17h30,  le premier dimanche de 14h30 Ö 17h30;
PICARDIE;AISNE;;MusÇe Municipal de Soissons;"Abbaye Saint-Jean-des-Vignes
2, rue de la CongrÇgation
Logis de l'AbbÇ";02200;SOISSONS;0323933050;0323933051;http://www.musee-soissons.org;1er janvier, 25 dÇcembre;Ouvert du 1er octobre au 31 mars du mardi au vendredi de 9h Ö 12h et de 14h Ö 17h, samedi et dimanche de 14h Ö 17h et du 1er avril au 30 septembre du mardi au vendredi de 9h Ö 12h et de 14h Ö 18h, samedi et dimanche de 14h Ö 19h;
PICARDIE;AISNE;;MusÇe de la RÇsistance et de la DÇportation;"5, Place Carnegie
Fargniers";02700;TERGNIER;0323579377;0323579377;www.resistance-deportation-picardie.com - www.mrdp-picardie.com;1er mai, 1er  novembre 24, 25, 31 dÇcembre et le 1er janvier;Ouvert du mardi au samedi de 10h Ö 12h et de 14h Ö 18h, 9h pour les groupes, le dimanche de 14h30 Ö 18h30;
PICARDIE;AISNE;;MusÇe de La ThiÇrache;Place de l'Hìtel de ville;02140;VERVINS;0323582461;;http://museedelathierache.jimdo.com ou www.evasion-aisne.com;;Ouvert d'octobre Ö mai du lundi midi au samedi midi de 9h Ö 12h et de 13h30 Ö 17h30, de juin Ö septembre du mardi au samedi de 9h Ö 12h et de 14h Ö 18h et en juillet-aoñt du mardi au samedi de 9h Ö 12h et de 14h Ö 18h;
PICARDIE;AISNE;;MusÇe Alexandre Dumas;24, Rue Demoustiers;02600;VILLERS COTTERETS;0323962330;0323960625;Site de la mairie - www.mairie-villerscotterets.fr;Jours fÇriÇs;Ouvert du mercredi au lundi de 14h Ö 17h, dimanche de 14h Ö 18h;
PICARDIE;OISE;;MusÇe de la CÇramique Architecturale;432, Avenue du MarÇchal Foch;60390;AUNEUIL;0344477847;0344477629;www.annuaire-mairie.fr/musee-de-la-ceramique-architecturale.html;;MusÇe fermÇ au public;
PICARDIE;OISE;;MUDO - MusÇe DÇpartemental de l'Oise;1, Rue du musÇe;60000;BEAUVAIS;0344104050;0344484945;http://mudo.oise.fr/;1er janvier, lundi de PÉques, 1er mai, lundi de Pentecìte, 1er & 11 novembre, 25 dÇcembre;Ouvert du mercredi au lundi de 11h Ö 18h;
PICARDIE;OISE;;MusÇe Pillon;"Salle du Patrimoine
Hìtel de Ville";60240;CHAUMONT-EN-VEXIN;0344490046;0344491774;http://museeraymondpillon.overblog.com ou http:flore-de-chaumont-en-vexin.overblog.com;;Le 3äme Week-end d'avril Ö octobre 10h Ö 12h et de 14h Ö 18h et sur rendez-vous pour les visites guidÇes;
PICARDIE;OISE;;MusÇe Antoine Vivenel;"Hìtel de Songeons-Bicquilley
2, Rue d'Austerlitz";60200;COMPIEGNE;0344202604;0344202309;www.musee-vivenel.fr;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 13h et de 14h Ö 18h;
PICARDIE;OISE;;MusÇe de la Figurine Historique;28, Place de l'Hìtel de Ville;60200;COMPIEGNE;0344407255;0344202309;www.musee-figurine.fr;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 dÇcembre;Ouvers de mars Ö octobre du mardi au dimanche de 9h Ö 12h et de 14h Ö 18h, de novembre Ö fÇvrier du mardi au dimanche de 9h Ö 12h et de 14h Ö 17h;
PICARDIE;OISE;;MusÇe du ChÉteau de Compiägne;"Palais de Compiägne
Place du GÇnÇral de Gaulle";60200;COMPIEGNE;0344384700;0344384701;www.musee-chateau-compiegne.fr - http://palaisdecompiegne.fr/;1er janvier, 1er mai, 25 dÇcembre;"Ouvert du mercredi au lundi de 10h Ö 18h
Entre 12h30 et 13h30 les appartements de l'Empereur et de l'ImpÇratrice sont uniquement accessibles en visite commentÇe sans supplÇment";
PICARDIE;OISE;MusÇe national de Compiägne;MusÇe national de la Voiture et du Tourisme (Annexe du musÇe National du ChÉteau de Compiägne);"Palais national
B.P. 549";60200;COMPIEGNE;0344384700;;http://palaisdecompiegne.fr/un-palais-trois-musees/le-musee-national-de-la-voiture-et-du-tourisme;;Voir musÇe national de Compiägne;
PICARDIE;OISE;;MusÇe GallÇ-Juillet;Place Franáois Miterrand;60100;CREIL;0344295150;0344295276;site de la mairie - www.mairie-creil.fr;Jours fÇriÇs;"Ouvert du mercredi au samedi 14h Ö 17h avec des visites guidÇes obligatoires Ö 14h, 15h et 16h, le dimanche Ö 14h30 Ö 17h30.
Pour les groupes le mardi, et mercredi, jeudi, vendredi et samedi le matin sur rendez-vous";
PICARDIE;OISE;;MusÇe de l'Archerie et de l'Art SacrÇ;Rue Gustave Chopinet;60800;CREPY-EN-VALOIS;0344592197;0344592152;www.musee-archerie-valois.fr;Mi novembre Ö mi-mars, 1er mai;Ouvert du mercredi au lundi du dernier week-end de mars au 11 novembre de 14h Ö 18h;
PICARDIE;OISE;;MusÇe de la Nacre et de la Tabletterie;51, rue Roger Salengro;60110;MERU;0344226174;0344220752;www.musee-nacre.com;1er janvier,  25 dÇcembre;Ouvert du mercredi au lundi de 14h30 Ö 18h30 avec visite guidÇe Ö 15h, 16h ou 17h;
PICARDIE;OISE;;MusÇe du Noyonnais;7, Rue de l'EvàchÇ;60400;NOYON;0344094341;0344933639;www.ville-noyon.fr/Le-musee-du-Noyonnais.html;1er mai , 11 novembre, du 25 dÇcembre au 2 janvier;Ouvert du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h, 17h du 1er novembre au 31 mars;
PICARDIE;OISE;;MusÇe Calvin;6, Place Aristide Briand;60400;NOYON;0344440359;0344933639;www.ville-noyon.fr/Le-musee-Jean-Calvin.html;1er janvier, 11 novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h, 17h du 1er novembre au 31 mars;
PICARDIE;OISE;;MusÇe d'Art et d'ArchÇologie;Place Notre Dame;60300;SENLIS;0344248672;0344713463;www.musees-senlis.fr;1er janvier, 1er mai, 25 dÇcembre;Ouvert du mercredi au dimanche de 10h Ö 13h et de 14h Ö 18h;
PICARDIE;OISE;;MusÇe de la VÇnerie;Place du Parvis Notre Dame;60300;SENLIS;0344294993;0344531199;Site de la ville;1er janvier, 1er mai, 25 dÇcembre;Ouvert mardi de 14h Ö 18h, mercredi,  jeudi, vendredi de 10h Ö 12h et de 14h Ö 18h, samedi, dimanche et jours fÇriÇs de 11h Ö 13h et de 14h Ö 18h;
PICARDIE;OISE;;MusÇe ArchÇologique de l'Oise;Les Marmousets;60120;VENDEUIL-CAPLY;0364588000;0344801963;www.m-a-o.org;;Ouvert du 1er mai au 30 septembre tous les jours de 14h Ö 19h, et du 1er octobre au 30 mars les samedis, dimanches et vacance de zone B de 14h Ö 18h30;
PICARDIE;SOMME;;MusÇe Boucher-de-Perthes;24, Rue Gontier-Patin;80100;ABBEVILLE;0322240849;0322203503;Site de la ville;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 dÇcembre;Ouvert du mercredi au lundi de 14h Ö 18h. Pour les groupes, autres horaires possibles sur rendez-vous du lundi au vendredi matin;
PICARDIE;SOMME;;MusÇe DÇpartemental de l'Abbaye de Saint-Riquier;B.P. 40003 Saint-Riquier;80146;ABBEVILLE Cedex;0322718220;0322718399;www.somme.fr;;Ouvert tlj du 19 mars au 29 avril et du 1er octobre au 18 novembre de 14h Ö 18h. Week-end et jours fÇriÇs de 10h Ö 12h et de 14h Ö 18h. Du 30 avril au 30 septembre tlj de 10h Ö 18h du 24 novembre au 16 dÇcembre, vendredi, xeek-end de 14h Ö 18h;
PICARDIE;SOMME;;MusÇe de l'Hìtel de Berny;36, Rue Victor Hugo;80000;AMIENS;0322971400;0322971427;www.amiens.com;;;
PICARDIE;SOMME;;MusÇum d'histoire naturelle;;80000;AMIENS;;;;;;
PICARDIE;SOMME;;MusÇe de Picardie;48, Rue de la RÇpublique;80000;AMIENS;0322971400;0322971426;www.amiens.fr/musees;1er janvier, 1er & 11 novembre, 25 dÇcembre;Ouvert mardi, vendredi, samedi de 10h Ö 12h et de 14h Ö 18h, mercredi de 10h Ö 18h, jeudi de 10h Ö 12h et de 14h Ö 21h, dimanche de 14h Ö 19h, ouvert le 15 aoñt;Jusqu'Ö 21h le jeudi
PICARDIE;SOMME;;MusÇe Lombart;7, Rue du MusÇe;80600;DOULLENS;0322770007;0322770255;http://mairie-doullens.pagesperso-orange.fr/zone1/pageLibre00010098.html;;Ouvert du mardi au samedi de 14h Ö 17h, et le premier dimanche du mois de 10h Ö 12h et de 14h Ö 17h;
PICARDIE;SOMME;;MusÇe-Historial de la Grande Guerre;"ChÉteau de PÇronne
B.P. 20063";80201;PERONNE CÇdex;0322831418;0322835418;www.historial.org;1er au 15 janvier et 17 au 31 dÇcembre;Ouvert tous les jours de de 9h Ö 18h du 1er avril au 30 septembre et de 9h30 Ö 17h du 1er octobre au 31 mars;
PICARDIE;SOMME;;MusÇe Alfred Danicourt;"Hìtel de Ville
B.P. 20045";80201;PERONNE CÇdex;0322733110;0322733101;Site internet de la ville www.ville-peronne.fr ou http://www.haute-somme.com/danicourt/;;Ouvert du mardi au vendredi de 14h Ö 17h30, le samedi de 9h Ö 12h et de 14h Ö 16h30. Le matin sur rendez-vous les mercredi jeudi et vendredi;
POITOU-CHARENTES;CHARENTE;;MusÇe ArchÇologique et Historique;44, Rue de Montmoreau;16000;ANGOULEME;0545949075;0545949075;site de sociÇtÇ archÇologique - www.sahc-charente.org;;;
POITOU-CHARENTES;CHARENTE;;MusÇe des Beaux-Arts;1, rue de Friedland;16000;ANGOULEME;0545956868;0545959826;Site collectif du CMPC : www.Alienor.org;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 18h;
